anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,label_status,label_reasons,label_unresolved_offsets,label_carrier,label_carrier_offset,label_carrier_d,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,interior_prime_offsets,structural_status,structural_reasons,rule_x_status,rule_x_reasons,survivor_lock_status,survivor_lock_reasons,label_lock_status,label_lock_reasons,exact_status,exact_reasons
5557,34,5591,5561,4,4,0,25,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,36,5593,5561,4,4,0,26,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,40,5597,5561,4,4,0,30,REJECTED,CANDIDATE_WITNESS_FACTOR_29,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_29,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,42,5599,5561,4,4,0,32,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,46,5603,5561,4,4,0,36,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,52,5609,5561,4,4,0,42,REJECTED,CANDIDATE_WITNESS_FACTOR_71,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_71,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,54,5611,5561,4,4,0,44,REJECTED,CANDIDATE_WITNESS_FACTOR_31,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_31,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,60,5617,5561,4,4,0,50,REJECTED,CANDIDATE_WITNESS_FACTOR_41,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_41,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,64,5621,5561,4,4,0,54,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,66,5623,5561,4,4,0,56,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,70,5627,5561,4,4,0,59,REJECTED,CANDIDATE_WITNESS_FACTOR_17,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_17,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,72,5629,5561,4,4,0,61,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,76,5633,5561,4,4,0,65,REJECTED,CANDIDATE_WITNESS_FACTOR_43,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_43,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,82,5639,5561,4,4,0,71,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,84,5641,5561,4,4,0,72,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,90,5647,5561,4,4,0,77,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,94,5651,5561,4,4,0,80,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84 90,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,96,5653,5561,4,4,0,81,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84 90 94,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,100,5657,5561,4,4,0,84,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84 90 94 96,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,102,5659,5561,4,4,0,85,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84 90 94 96 100,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,106,5663,5561,4,4,0,88,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100 102,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,112,5669,5561,4,4,0,94,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84 90 94 96 100 102,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100 102,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5557,114,5671,5561,4,4,0,95,REJECTED,CANDIDATE_WITNESS_FACTOR_53,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100 102 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_53,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,120,5677,5561,4,4,0,101,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100 102 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,124,5681,5561,4,4,0,105,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100 102 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5557,126,5683,5561,4,4,0,107,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 12 16 24 34 66 82 84 90 94 96 100 102 112,5561,4,4,5558,1,8,5561,4,4,5561,4,4,,,,5561,4,4,,,,6 12 16 24 34 66 82 84 90 94 96 100 102 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,4,5567,5564,1,12,0,2,REJECTED,CANDIDATE_WITNESS_FACTOR_19,,5564,1,12,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_19,REJECTED,CANDIDATE_COMPOSITE
5563,6,5569,5567,4,4,0,1,RESOLVED_SURVIVOR,,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,RESOLVED_SURVIVOR,,SURVIVES,
5563,10,5573,5567,4,4,0,4,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,16,5579,5567,4,4,0,9,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,18,5581,5567,4,4,0,11,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,24,5587,5567,4,4,0,16,REJECTED,CANDIDATE_WITNESS_FACTOR_37,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_37,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,28,5591,5567,4,4,0,20,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,30,5593,5567,4,4,0,21,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,34,5597,5567,4,4,0,25,REJECTED,CANDIDATE_WITNESS_FACTOR_29,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_29,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,36,5599,5567,4,4,0,27,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,40,5603,5567,4,4,0,31,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,46,5609,5567,4,4,0,37,REJECTED,CANDIDATE_WITNESS_FACTOR_71,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_71,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,48,5611,5567,4,4,0,39,REJECTED,CANDIDATE_WITNESS_FACTOR_31,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_31,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,54,5617,5567,4,4,0,45,REJECTED,CANDIDATE_WITNESS_FACTOR_41,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_41,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,58,5621,5567,4,4,0,49,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,60,5623,5567,4,4,0,51,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,64,5627,5567,4,4,0,54,REJECTED,CANDIDATE_WITNESS_FACTOR_17,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_17,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,66,5629,5567,4,4,0,56,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,70,5633,5567,4,4,0,60,REJECTED,CANDIDATE_WITNESS_FACTOR_43,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_43,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,76,5639,5567,4,4,0,66,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,78,5641,5567,4,4,0,67,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,84,5647,5567,4,4,0,72,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,88,5651,5567,4,4,0,75,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,90,5653,5567,4,4,0,76,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84 88,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,94,5657,5567,4,4,0,79,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84 88 90,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,96,5659,5567,4,4,0,80,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84 88 90 94,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,100,5663,5567,4,4,0,83,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,106,5669,5567,4,4,0,89,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84 88 90 94 96,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,108,5671,5567,4,4,0,90,REJECTED,CANDIDATE_WITNESS_FACTOR_53,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96 106,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_53,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,114,5677,5567,4,4,0,96,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96 106,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,118,5681,5567,4,4,0,100,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96 106,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,120,5683,5567,4,4,0,102,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84 88 90 94 96 106,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96 106,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
5563,124,5687,5567,4,4,0,105,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96 106 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
5563,126,5689,5567,4,4,0,107,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 10 18 28 60 76 78 84 88 90 94 96 106 120,5567,4,4,5564,1,12,5567,4,4,5567,4,4,,,,5567,4,4,,,,6 10 18 28 60 76 78 84 88 90 94 96 106 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
